-1064.53,375.633,476.865
-1128.26,381.824,283.906
-1156.88,388.098,79.3604
-1148.28,394.458,-130.381
-1101.51,400.904,-338.544
-1016.87,407.438,-538.182
-895.917,414.06,-722.404
-741.451,420.773,-884.601
-557.487,427.577,-1018.68
-349.146,434.473,-1119.27
-122.526,441.463,-1181.94
115.471,448.548,-1203.37
357.338,455.73,-1181.49
595.193,463.009,-1115.62
821.029,470.387,-1006.47
1026.97,477.865,-856.25
1205.56,485.445,-668.583
1349.97,493.128,-448.454
1454.3,500.915,-202.088
1513.8,508.808,63.2188
1525.01,516.808,339.302
1486,524.917,617.375
1396.4,533.137,888.296
1257.52,541.468,1142.86
1072.37,549.912,1372.11
845.541,558.471,1567.62
583.195,567.147,1721.82
292.855,575.94,1828.27
-16.7816,584.853,1881.86
-336.095,593.887,1879.11
-654.83,603.043,1818.27
-962.417,612.325,1699.46
-1248.31,621.732,1524.73
-1502.34,631.267,1298.03
-1715.06,640.932,1025.18
-1878.08,650.728,713.703
-1984.4,660.657,372.66
-2028.64,670.722,12.3764
-2007.33,680.923,-355.849
-1919.03,691.262,-720.086
-1764.51,701.743,-1068.15
-1546.72,712.365,-1387.99
-1270.81,723.132,-1668.12
-944.037,734.046,-1897.96
-575.562,745.107,-2068.28
-176.23,756.32,-2171.51
241.745,767.684,-2202.07
665.131,779.203,-2156.59
1080.09,790.878,-2034.1
1472.62,802.713,-1836.18
1829.01,814.708,-1566.92
2136.28,826.866,-1232.95
2382.68,839.189,-843.2
2558.1,851.68,-408.785
2654.42,864.34,57.3688
2665.92,877.173,540.858
2589.47,890.18,1026.24
2424.75,903.364,1497.53
2174.39,916.727,1938.65
1843.89,930.271,2334.05
1441.61,944,2669.17
978.548,957.916,2930.97
468.07,972.02,3108.43
-74.4601,986.316,3192.96
-632.123,1000.81,3178.77
-1186.95,1015.49,3063.16
-1720.5,1030.38,2846.69
-2214.43,1045.47,2533.27
-2651.11,1060.77,2130.16
-3014.28,1076.27,1647.82
-3289.53,1091.98,1099.65
-3464.96,1107.91,501.687
-3531.54,1124.05,-127.889
-3483.57,1140.41,-769.263
-3318.99,1157,-1401.59
-3039.47,1173.81,-2003.67
-2650.6,1190.85,-2554.59
-2161.73,1208.12,-3034.51
-1585.83,1225.62,-3425.27
-939.159,1243.37,-3711.07
-240.856,1261.35,-3879.11
487.634,1279.58,-3920.07
1223.18,1298.05,-3828.5
1941.67,1316.78,-3603.22
2618.78,1335.76,-3247.38
3230.81,1355,-2768.6
3755.42,1374.51,-2178.78
4172.46,1394.27,-1493.89
4464.71,1414.31,-733.541
4618.5,1434.61,79.5168
4624.34,1455.2,920.072
4477.31,1476.06,1761.2
4177.4,1497.21,2575.08
3729.65,1518.64,3333.94
3144.17,1540.37,4010.92
2435.93,1562.39,4581.01
1624.44,1584.71,5021.95
733.261,1607.33,5315.04
-210.664,1630.26,5445.89
-1177.8,1653.51,5405
-2136.88,1677.06,5188.25
-3055.94,1700.94,4797.23
-3903.31,1725.15,4239.32
-4648.67,1749.68,3527.67
-5264.14,1774.55,2680.95
-5725.22,1799.75,1722.84
-6011.77,1825.3,681.526
-6108.77,1851.19,-411.214
-6007,1877.43,-1520.87
-5703.5,1904.04,-2611.26
-5201.92,1931,-3645.74
-4512.57,1958.33,-4588.3
-3652.28,1986.03,-5404.86
-2644.11,2014.11,-6064.42
-1516.69,2042.57,-6540.19
-303.547,2071.42,-6810.62
957.922,2100.66,-6860.25
2227.53,2130.29,-6680.47
3463.54,2160.33,-6269.95
4624.02,2190.78,-5634.96
5668.2,2221.64,-4789.41
6557.87,2252.92,-3754.6
7258.73,2284.62,-2558.77
7741.62,2316.76,-1236.37
7983.71,2349.33,172.871
7969.36,2382.35,1625.08
7690.97,2415.82,3073.61
7149.39,2449.73,4470.43
6354.23,2484.12,5767.72
5323.78,2518.96,6919.44
4084.7,2554.28,7882.92
2671.38,2590.09,8620.36
1125.05,2626.37,9100.25
-507.342,2663.16,9298.6
-2174.53,2700.44,9199.98
-3822.48,2738.23,8798.29
-5396.11,2776.53,8097.28
-6841.02,2815.35,7110.7
-8105.41,2854.7,5862.18
-9141.78,2894.58,4384.75
-9908.69,2935.01,2720.07
-10372.3,2975.99,917.291
-10507.7,3017.52,-968.328
-10300.2,3059.62,-2877.04
-9745.86,3102.29,-4746.47
-8852.03,3145.54,-6513.56
-7637.64,3189.38,-8116.68
-6132.79,3233.81,-9497.68
-4378.09,3278.85,-10603.9
-2423.73,3324.5,-11390.2
-328.049,3370.77,-11820.5
1844.1,3417.67,-11869.4
4023.29,3465.2,-11523.3
6137.71,3513.38,-10781.3
8115.41,3562.22,-9655.49
9886.73,3611.72,-8171.08
11386.6,3661.9,-6365.91
12557.1,3712.75,-4289.6
13348.9,3764.3,-2002.3
13724.3,3816.55,426.981
13657.6,3869.5,2922.37
13137.4,3923.18,5403.45
12166.5,3977.59,7787.74
10762.9,4032.73,9993.4
8959.67,4088.63,11941.9
6803.75,4145.29,13560.8
4355.43,4202.71,14786.4
1686.52,4260.92,15565.7
-1121.65,4319.92,15859
-3980.6,4379.72,15641.6
-6797.42,4440.33,14904.6
-9477.66,4501.76,13656.1
-11928.5,4564.04,11921.6
-14061.7,4627.15,9743.03
-15796.8,4691.13,7178.7
-17064.2,4755.97,4301.31
-17807.2,4821.7,1196.19
-17985.1,4888.32,-2041.11
-17574.3,4955.84,-5307.69
-16569.9,5024.28,-8496.5
-14986.8,5093.66,-11499.7
-12859.3,5163.97,-14212.3
-10240.6,5235.24,-16535.4
-7202.14,5307.48,-18380.3
-3831.16,5380.71,-19671.1
-228.79,5454.92,-20347.8
3493.12,5530.15,-20368.9
7215.25,5606.4,-19713.4
10814.6,5683.68,-18381.9
14168.4,5762.02,-16397.3
17158.1,5841.42,-13805
19673.6,5921.9,-10671.8
21617,6003.47,-7084.33
22906.4,6086.15,-3147.13
23478.7,6169.95,1020.54
23292.8,6254.9,5288.11
22331.3,6341,9517.62
20601.9,6428.27,13568.1
18138,6516.72,17300.1
14998,6606.38,20580.5
11265,6697.25,23286.7
7043.76,6789.37,25311.6
2458.75,6882.73,26567
-2349.79,6977.36,26987.7
-7229.88,7073.28,26533.8
0,0,0
0.527232,0.18061,1.58802
0.767136,0.363674,3.28361
0.698027,0.549226,5.0347
0.307668,0.737301,6.78489
-0.405873,0.927931,8.47518
-1.43367,1.12115,10.0458
-2.75576,1.317,11.4384
-4.34129,1.51551,12.5977
-6.14907,1.71672,13.474
-8.12851,1.92066,14.0247
-10.2209,2.12738,14.2163
-12.361,2.3369,14.0261
-14.4791,2.54927,13.443
-16.5029,2.76453,12.4687
-18.3602,2.98271,11.1184
-19.981,3.20386,9.42038
-21.3003,3.42802,7.41614
-22.2602,3.65522,5.15926
-22.8124,3.88551,2.71427
-22.9203,4.11893,0.154876
-22.5606,4.35552,-2.43806
-21.7246,4.59533,-4.97901
-20.4194,4.8384,-7.38039
-18.6681,5.08477,-9.55551
-16.51,5.33449,-11.4215
-13.9998,5.5876,-12.9022
-11.2061,5.84415,-13.9313
-8.2104,6.10419,-14.4546
-5.10437,6.36777,-14.4326
-1.98735,6.63493,-13.8427
1.03667,6.90572,-12.6799
3.86239,7.18018,-10.9589
6.38663,7.45838,-8.71319
8.51197,7.74036,-5.99571
10.1502,8.02618,-2.87735
11.2259,8.31588,0.554486
11.679,8.60951,4.19818
11.4682,8.90714,7.94071
10.5725,9.20881,11.6609
8.99303,9.51458,15.2335
6.75405,9.82451,18.5325
3.90284,10.1386,21.4362
0.509231,10.4571,23.831
-3.33584,10.7798,25.6155
-7.52252,11.1069,26.7048
-11.925,11.4385,27.0335
-16.4049,11.7746,26.5592
-20.8156,12.1152,25.2646
-25.007,12.4605,23.1593
-28.8298,12.8105,20.2804
-32.1412,13.1652,16.6923
-34.8096,13.5247,12.486
-36.7196,13.8892,7.77678
-37.7766,14.2585,2.70153
-37.9104,14.6329,-2.58507
-37.0793,15.0124,-7.91498
-35.272,15.3971,-13.1119
-32.5094,15.787,-17.997
-28.8452,16.1821,-22.3945
-24.3656,16.5827,-26.1379
-19.1874,16.9887,-29.0761
-13.4555,17.4002,-31.0786
-7.33905,17.8173,-32.0413
-1.02692,18.2401,-31.8905
5.27804,18.6686,-30.5868
11.3651,19.1029,-28.1281
17.0226,19.5432,-24.5504
22.0446,19.9894,-19.9289
26.2385,20.4417,-14.3764
29.4318,20.9002,-8.04153
31.4785,21.3648,-1.10471
32.2652,21.8358,6.22633
31.7163,22.3132,13.7226
29.7977,22.7971,21.1405
26.5198,23.2876,28.2297
21.9389,23.7847,34.7409
16.1569,24.2886,40.4346
9.31984,24.7993,45.089
1.6146,25.317,48.5087
-6.73563,25.8417,50.5318
-15.4775,26.3735,51.0368
-24.3348,26.9126,49.9481
-33.0169,27.459,47.2405
-41.2276,28.0128,42.9419
-48.6753,28.5741,37.1342
-55.0824,29.1431,29.953
-60.1956,29.7198,21.5849
-63.795,30.3044,12.2631
-65.7029,30.8969,2.26171
-65.791,31.4974,-8.11206
-63.987,32.1061,-18.5269
-60.2791,32.7231,-28.6376
-54.7182,33.3485,-38.0957
-47.4193,33.9823,-46.5616
-38.5594,34.6248,-53.7158
-28.3745,35.276,-59.2704
-17.1537,35.9361,-62.98
-5.23125,36.6051,-64.6515
7.02225,37.2833,-64.1523
19.2114,37.9706,-61.4174
30.9281,38.6673,-56.4538
41.7646,39.3735,-49.343
51.3272,40.0892,-40.2412
59.25,40.8147,-29.3767
65.2081,41.5501,-17.0452
68.9297,42.2954,-3.60213
70.2077,43.0509,10.5465
68.9084,43.8166,24.9563
64.9793,44.5927,39.1575
58.4534,45.3794,52.67
49.4513,46.1768,65.0186
38.1808,46.9851,75.7495
24.9328,47.8043,84.4457
10.0749,48.6346,90.7429
-5.95836,49.4762,94.3429
-22.6769,50.3293,95.0267
-39.5501,51.194,92.6639
-56.0224,52.0704,87.2211
-71.5313,52.9587,78.7661
-85.5259,53.8591,67.4694
-97.4852,54.7718,53.6025
-106.937,55.6968,37.5322
-113.476,56.6344,19.7123
-116.777,57.5848,0.671265
-116.613,58.548,-19.0025
-112.863,59.5244,-38.6781
-105.521,60.514,-57.7015
-94.7002,61.5171,-75.4166
-80.634,62.5339,-91.1872
-63.6722,63.5644,-104.418
-44.2733,64.609,-114.578
-22.9938,65.6677,-121.218
-0.472801,66.7408,-123.99
22.5862,67.8286,-122.662
45.4365,68.9311,-117.13
67.3111,70.0486,-107.426
87.4482,71.1812,-93.7216
105.116,72.3293,-76.3293
119.639,73.493,-55.6936
130.421,74.6725,-32.3837
136.971,75.868,-7.07791
138.918,77.0798,19.4547
136.033,78.308,46.3766
128.239,79.553,72.8076
115.62,80.8148,97.8521
98.4216,82.0938,120.629
77.0523,83.3902,140.3
52.0728,84.7042,156.102
24.1842,86.0361,167.373
-5.79075,87.3861,173.575
-36.931,88.7544,174.324
-68.2437,90.1413,169.401
-98.6953,91.5471,158.768
-127.244,92.972,142.575
-152.875,94.4162,121.163
-174.633,95.8801,95.0588
-191.659,97.3639,64.9626
-203.221,98.8678,31.7328
-208.743,100.392,-3.63815
-207.826,101.937,-40.0515
-200.276,103.503,-76.3352
-186.109,105.091,-111.28
-165.563,106.7,-143.679
-139.095,108.331,-172.368
-107.376,109.984,-196.263
-71.2748,111.659,-214.404
-31.8355,113.357,-225.986
9.74987,115.079,-230.395
52.1761,116.823,-227.234
94.0647,118.592,-216.343
134.007,120.384,-197.814
170.609,122.201,-171.993
202.539,124.042,-139.485
228.576,125.909,-101.133
247.651,127.801,-58.0084
258.886,129.718,-11.3744
261.638,131.662,37.3433
255.52,133.632,86.6006
240.427,135.629,134.782
216.549,137.653,180.252
184.371,139.705,221.408
144.676,141.784,256.734
98.5181,143.892,284.857
47.2063,146.028,304.596
-7.73588,148.193,315.004
-64.6114,150.388,315.415
-121.6,152.613,305.469
-176.816,154.868,285.14
-228.366,157.153,254.743
-274.415,159.47,214.94
-313.245,161.818,166.727
-343.321,164.198,111.414
-363.343,166.61,50.5908
-372.303,169.055,-13.914
-369.523,171.534,-80.088
-354.693,174.046,-145.794
-327.891,176.592,-208.836
-289.597,179.173,-267.034
-240.686,181.788,-318.291
-182.416,184.44,-360.67
-116.401,187.127,-392.462
-44.5646,189.851,-412.252
30.9107,192.612,-418.972
107.646,195.411,-411.955
183.141,198.247,-390.965
254.849,201.122,-356.22
320.264,204.037,-308.406
377.004,206.99,-248.661
422.892,209.984,-178.561
456.037,213.019,-100.077
474.909,216.095,-15.5274
478.397,219.212,72.4919
465.863,222.372,161.181
437.179,225.575,247.622
392.749,228.822,328.873
333.513,232.113,402.066
260.932,235.448,464.502
176.96,238.829,513.748
83.9971,242.255,547.724
-15.1809,245.729,564.789
-117.496,249.249,563.807
-219.664,252.817,544.2
-318.293,256.434,505.99
-409.995,260.1,449.818
-491.497,263.816,376.938
-559.756,267.582,289.203
-612.063,271.4,189.023
-646.149,275.269,79.2962
-660.271,279.191,-36.6603
-653.291,283.166,-155.214
-624.731,287.195,-272.523
-574.815,291.28,-384.659
-504.478,295.419,-487.732
-415.369,299.615,-578.023
-309.809,303.868,-652.113
-190.747,308.178,-707.004
-61.6747,312.548,-740.235
73.4659,316.976,-749.98
210.4,321.465,-735.131
344.651,326.015,-695.359
471.682,330.627,-631.148
587.043,335.301,-543.811
686.522,340.039,-435.47
766.295,344.841,-309.013
823.062,349.709,-168.025
854.176,354.642,-16.6944
857.753,359.643,140.311
832.758,364.712,297.979
779.068,369.849,451.109
697.509,375.057,594.477
589.856,380.335,723.01
458.809,385.685,831.958
307.931,391.108,917.062
141.563,396.604,974.712
-35.2992,402.175,1002.09
-217.145,407.822,997.282
-398.116,413.545,959.384
-572.189,419.347,888.556
-733.372,425.227,786.053
-875.9,431.187,654.223
-994.434,437.228,496.461
-1084.26,443.351,317.137
-1141.45,449.558,121.475
-1163.03,455.849,-84.5819
-1147.12,462.225,-294.554
-1093,468.688,-501.618
-1001.21,475.239,-698.819
-873.551,481.879,-879.302
-713.06,488.609,-1036.54
-523.974,495.43,-1164.56
-311.613,502.344,-1258.17
-82.2454,509.353,-1313.12
157.095,516.456,-1326.34
398.809,523.656,-1296
634.973,530.954,-1221.7
857.584,538.351,-1104.43
1058.83,545.849,-946.676
1231.34,553.448,-752.333
1368.46,561.151,-526.635
1464.5,568.959,-276.026
1514.92,576.872,-7.98749
1516.57,584.894,269.177
1467.8,593.024,546.589
1368.56,601.265,815.074
1220.49,609.617,1065.45
1026.91,618.084,1288.84
792.724,626.665,1476.96
524.367,635.363,1622.43
229.605,644.179,1719.05
-82.6664,653.115,1762.02
-402.68,662.173,1748.17
-720.095,671.353,1676.1
-1024.32,680.658,1546.31
-1304.85,690.09,1361.21
-1551.64,699.65,1125.12
-1755.4,709.34,844.197
-1908.01,719.162,526.285
-2002.74,729.117,180.702
-2034.57,739.207,-182.013
-2000.41,749.435,-550.411
-1899.25,759.802,-912.483
-1732.25,770.309,-1256.04
-1502.8,780.959,-1569.11
-1216.48,791.755,-1840.34
-880.911,802.696,-2059.39
-505.608,813.787,-2217.33
-101.701,825.028,-2306.95
318.368,836.422,-2323.06
741.219,847.971,-2262.75
1152.95,859.677,-2125.55
1539.57,871.542,-1913.5
1887.48,883.568,-1631.2
2183.9,895.758,-1285.72
2417.37,908.113,-886.453
2578.13,920.636,-444.873
2658.5,933.33,25.7744
2653.22,946.196,510.853
2559.72,959.237,994.777
2378.22,972.455,1461.49
2111.92,985.853,1895
1766.87,999.433,2279.89
1351.96,1013.2,2601.86
878.663,1027.15,2848.21
360.767,1041.29,3008.37
-186.03,1055.62,3074.26
-744.566,1070.15,3040.66
-1296.74,1084.88,2905.49
-1824.07,1099.8,2669.95
-2308.32,1114.93,2338.6
-2732.07,1130.27,1919.33
-3079.36,1145.81,1423.19
-3336.25,1161.56,864.124
-3491.32,1177.53,258.604
0,0,0
5.17292e+06,55566.3,488915
1.02476e+07,111888,1.9165e+06
1.50538e+07,168975,4.26319e+06
1.94249e+07,226838,7.47854e+06
2.3204e+07,285487,1.14819e+07
2.62491e+07,344933,1.61644e+07
2.84382e+07,405188,2.13914e+07
2.96739e+07,466261,2.70065e+07
2.98874e+07,528164,3.28357e+07
2.90419e+07,590909,3.8693e+07
2.7134e+07,654506,4.4386e+07
2.41956e+07,718968,4.9722e+07
2.02934e+07,784306,5.45146e+07
1.55279e+07,850531,5.85896e+07
1.0031e+07,917657,6.17916e+07
3.96267e+06,985695,6.39893e+07
-2.4937e+06,1.05466e+06,6.50809e+07
-9.13645e+06,1.12456e+06,6.49977e+07
-1.57519e+07,1.19541e+06,6.37082e+07
-2.21209e+07,1.26722e+06,6.12195e+07
-2.80262e+07,1.34001e+06,5.75786e+07
-3.32594e+07,1.41379e+06,5.28719e+07
-3.7628e+07,1.48857e+06,4.72234e+07
-4.09627e+07,1.56437e+06,4.07918e+07
-4.31231e+07,1.6412e+06,3.37664e+07
-4.40034e+07,1.71907e+06,2.63616e+07
-4.35373e+07,1.798e+06,1.88105e+07
-4.17005e+07,1.878e+06,1.13581e+07
-3.85136e+07,1.95909e+06,4.25308e+06
-3.40422e+07,2.04128e+06,-2.26e+06
-2.8396e+07,2.12459e+06,-7.94891e+06
-2.17271e+07,2.20903e+06,-1.26018e+07
-1.42254e+07,2.29462e+06,-1.60348e+07
-6.11412e+06,2.38138e+06,-1.8099e+07
2.35705e+06,2.46931e+06,-1.86862e+07
1.09192e+07,2.55843e+06,-1.77336e+07
1.92924e+07,2.64877e+06,-1.52278e+07
2.71949e+07,2.74034e+06,-1.12058e+07
3.43523e+07,2.83315e+06,-5.75603e+06
4.05066e+07,2.92722e+06,983594
4.54254e+07,3.02257e+06,8.82846e+06
4.89102e+07,3.11922e+06,1.75521e+07
5.08041e+07,3.21717e+06,2.68924e+07
5.09981e+07,3.31647e+06,3.65594e+07
4.9436e+07,3.41711e+06,4.62435e+07
